,file_path,copies_number,batch,iter,engine,done,emotion
0,anger/0.jpg,0,anger
1,anger/06666.jpg,0,anger
2,anger/1.jpg,0,anger
3,anger/10.jpg,0,anger
4,anger/100.jpg,0,anger
5,anger/1000.jpg,0,anger
6,anger/1001.jpg,0,anger
7,anger/1002.jpg,0,anger
8,anger/1003.jpg,0,anger
9,anger/1004.jpg,0,anger
10,anger/1005.jpg,0,anger
11,anger/1006.jpg,0,anger
12,anger/1007.jpg,0,anger
13,anger/1008.jpg,0,anger
14,anger/1009.jpg,0,anger
15,anger/101.jpg,0,anger
16,anger/1010.jpg,0,anger
17,anger/1011.jpg,0,anger
18,anger/1012.jpg,0,anger
19,anger/1013.jpg,0,anger
20,anger/1014.jpg,0,anger
21,anger/1015.jpg,0,anger
22,anger/1016.jpg,0,anger
23,anger/1017.jpg,0,anger
24,anger/1018.jpg,0,anger
25,anger/1019.jpg,0,anger
26,anger/102.jpg,0,anger
27,anger/1020.jpg,0,anger
28,anger/1021.jpg,0,anger
29,anger/1022.jpg,0,anger
30,anger/1023.jpg,0,anger
31,anger/1024.jpg,0,anger
32,anger/1025.jpg,0,anger
33,anger/1026.jpg,0,anger
34,anger/1027.jpg,0,anger
35,anger/1028.jpg,0,anger
36,anger/1029.jpg,0,anger
37,anger/103.jpg,0,anger
38,anger/1030.jpg,0,anger
39,anger/1031.jpg,0,anger
40,anger/1032.jpg,0,anger
41,anger/1033.jpg,0,anger
42,anger/1034.jpg,0,anger
43,anger/1036.jpg,0,anger
44,anger/1037.jpg,0,anger
45,anger/1038.jpg,0,anger
46,anger/1039.jpg,0,anger
47,anger/104.jpg,0,anger
48,anger/1040.jpg,0,anger
49,anger/1041.jpg,0,anger
50,anger/1042.jpg,0,anger
51,anger/1043.jpg,0,anger
52,anger/1044.jpg,0,anger
53,anger/1045.jpg,0,anger
54,anger/1046.jpg,0,anger
55,anger/1047.jpg,0,anger
56,anger/1048.jpg,0,anger
57,anger/1049.jpg,0,anger
58,anger/105.jpg,0,anger
59,anger/1050.jpg,0,anger
